Match ID,Referee,Attendance,Kick Off,HT Score,Home Goals,Home RC events,Away Goals,Away RC events,Home Assists,Away Assists,King of the Match,Home Possession %,Away Possession %,Home Shots on target,Away Shots on target,Home Shots,Away Shots,Home Touches,Away Touches,Home Passes,Away Passes,Home Tackles,Away Tackles,Home Clearances,Away Clearances,Home Corners,Away Corners,Home Offsides,Away Offsides,Home Yellow cards,Away Yellow cards,Home Red cards,Away Red cards,Home Fouls conceded,Away Fouls conceded
29576,Jonathan Moss,"27,182",18:00,2-1,"Eric Lichaj 20', 44'
Ben Brereton 64' (pen)
Kieran Dowell 85' (pen)",Joe Worrall 89',"Per Mertesacker 23'
Danny Welbeck 79'",,Kieran Dowell 20',,,30.8,69.2,9,4,12,14,476,846,284,648,23,15,27,12,4,3,2,1,0,4,1,0,12,7
